date,exchange,symbol,dividend,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor
13/09/2024,BVMF,JBSS3.BVMF,0.0,33.45,33.86,32.48,33.06,9431200.0,0,0,33.06,0,0,1.0
