open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
33.45,33.86,32.48,33.06,9431200.0,,,33.06,,,1.0,0.0,JBSS3.BVMF,BVMF,2024-09-13T00:00:00+0000
